TYP	SPECIES	H2O	H+	O2(aq)	SiO2(aq)	Al+3	Fe+2	Mg+2	Ca+2	Na+	K+	HCO3-	Cl-	F-	HPO4-2	SO4-2	B(OH)3(aq)	NO3-	Mn+2	CrO4-2	Ni+2	Cu+2	Zn+2	MoO4-2	H2AsO4-	Sr+2	Ba+2	Pb+2	
MIN	Gismondine	17	-16	0	4	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MIN	Glauberite	0	0	0	0	0	0	0	1	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	
MIN	Goethite	1.5	-2	0.25	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MIN	Greenalite	5	-6	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MIN	Grossular	6	-12	0	3	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MIN	Gypsum	2	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
MIN	Gyrolite	4.5	-4	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MIN	Halite	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MIN	Hatrurite	3	-6	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MIN	Hausmannite	3	-6	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	
MIN	Hedenbergite	2	-4	0	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MIN	Hematite	2	-4	0.5	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MIN	Hercynite	4	-8	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MIN	Heulandite	10.33	-8.66	0	6.835	2.165	0	0	0.585	0.383	0.132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.175	0.065	0	
MIN	Hexahydrite	6	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
MIN	Hillebrandite	3.17	-4	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MIN	Hinsdalite	6	-7	0	0	3	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	
MIN	Hopeite	4	-2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	0	0	0	0	0	
MIN	Huntite	0	-4	0	0	0	0	3	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MIN	Hydroboracite	-1	-4	0	0	0	0	1	1	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	
MIN	Hydrocerussite	2	-4	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	
MIN	Hydromagnesite	6	-6	0	0	0	0	5	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MIN	Hydrophilite	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MIN	Hydroxylapatite	1	-4	0	0	0	0	0	5	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	
MIN	Hydrozincite	6	-8	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	
MIN	Ice	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MIN	Illite	5	-8	0	3.5	2.3	0	0.25	0	0	0.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MIN	Jadeite	2	-4	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MIN	Jarosite	4.5	-3	0.75	0	0	3	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	
MIN	Jarosite-Na	4.5	-3	0.75	0	0	3	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	
MIN	Jurbanite	6	-1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
MIN	K	0.5	-1	-0.25	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MIN	K-Feldspar	2	-4	0	3	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MIN	K2CO3.1.5H2O	1.5	-1	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MIN	K2O	1	-2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MIN	K3H(SO4)2	0	1	0	0	0	0	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	
MIN	K8H4(CO3)6.3H2O	3	-2	0	0	0	0	0	0	0	8	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MIN	KAl(SO4)2	0	0	0	0	1	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	
MIN	KMgCl3	0	0	0	0	0	0	1	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MIN	KMgCl3.2H2O	2	0	0	0	0	0	1	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MIN	KNaCO3.6H2O	6	-1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MIN	Kainite	3	0	0	0	0	0	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
MIN	Kalicinite	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MIN	Kalsilite	2	-4	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MIN	Kaolinite	5	-6	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MIN	Katoite	12	-12	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MIN	Hydrogarnet	8	-12	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MIN	EttringiteMarchand	8	-12	0	0	2	0	0	6	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	
MIN	CSHMarchand	2	-2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MIN	PortlanditeMarchand	2	-2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MIN	GypsumMarchand	2	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
MIN	Kieserite	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
MIN	Kyanite	3	-6	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MIN	Lammerite	0	-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	0	
MIN	Lanarkite	1	-2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	
MIN	Lansfordite	5	-1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MIN	Larnite	2	-4	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MIN	Laumontite	8	-8	0	4	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MIN	Lawrencite	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MIN	Lawsonite	6	-8	0	2	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MIN	Leonite	4	0	0	0	0	0	1	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	
MIN	Lime	1	-2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MIN	Litharge	1	-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
MIN	Lopezite	-1	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	
MIN	Magnesiochromite	-1	2	-1.5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	
MIN	Magnesite	0	-1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MIN	MagnesiteLiLi	0	-1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MIN	Magnetite	3	-6	0.5	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MIN	Malachite	2	-3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	
MIN	Manganite	1.5	-2	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
MIN	Manganosite	1	-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
MIN	Margarite	8	-14	0	2	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MIN	Massicot	1	-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
MIN	Matlockite	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
MIN	Maximum_Microcline	2	-4	0	3	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MIN	Mayenite	33	-66	0	0	14	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MIN	Melanterite	7	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
MIN	Mercallite	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
MIN	Merwinite	4	-8	0	2	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MIN	Mesolite	6.627	-7.96	0	3.01	1.99	0	0	0.657	0.676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MIN	Mg	1	-2	-0.5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MIN	Mg1.25SO4(OH)0.5.0.5H2O	1	-0.5	0	0	0	0	1.25	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
MIN	Mg1.5SO4(OH)	1	-1	0	0	0	0	1.5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
MIN	MgCl2.2H2O	2	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MIN	MgCl2.4H2O	4	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MIN	MgCl2.H2O	1	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MIN	MgOHCl	1	-1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MIN	MgSO4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
MIN	Minium	3	-6	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	
MIN	Minnesotaite	4	-6	0	4	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MIN	Mirabilite	10	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
MIN	Misenite	0	6	0	0	0	0	0	0	0	8	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	
MIN	Mn	1	-2	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
MIN	Mn(OH)2(am)	2	-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
MIN	Mn(OH)3	2.5	-2	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
MIN	Mn3(PO4)2	0	-2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0	0	0	0	
MIN	MnCl2.2H2O	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
MIN	MnCl2.4H2O	4	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
MIN	MnCl2.H2O	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
MIN	MnHPO4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	
MIN	MnO2(gamma)	1	-2	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
MIN	MnSO4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	
MIN	Mo	-1	2	-1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	
MIN	Molysite	-0.5	1	0.25	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MIN	Monohydrocalcite	1	-1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MIN	Monticellite	2	-4	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MIN	Montmor-Ca	4	-6	0	4	1.67	0	0.33	0.165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MIN	Montmor-K	4	-6	0	4	1.67	0	0.33	0	0	0.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MIN	Montmor-Mg	4	-6	0	4	1.67	0	0.495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MIN	Montmor-Na	4	-6	0	4	1.67	0	0.33	0	0.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MIN	Mordenite	5.348	-3.76	0	5.06	0.94	0	0	0.2895	0.361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MIN	Mordenite-dehy	1.88	-3.76	0	5.06	0.94	0	0	0.2895	0.361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MIN	Morenosite	7	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	
MIN	Muscovite	6	-10	0	3	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MIN	Na	0.5	-1	-0.25	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MIN	Na2CO3	0	-1	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MIN	Na2CO3.7H2O	7	-1	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MIN	Na2Cr2O7	-1	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	
MIN	Na2CrO4	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	
MIN	Na2O	1	-2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MIN	Na2SiO3	1	-2	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MIN	Na3H(SO4)2	0	1	0	0	0	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	
MIN	Na4Ca(SO4)3.2H2O	2	0	0	0	0	0	0	1	4	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	
MIN	Na4SiO4	2	-4	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MIN	Na6Si2O7	3	-6	0	2	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MIN	NaFeO2	1.5	-3	0.25	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MIN	Nahcolite	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MIN	Nantokite	0.5	-1	-0.25	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	
MIN	Natrolite	6	-8	0	3	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MIN	Natron	10	-1	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MIN	Natrosilite	1	-2	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MIN	Nepheline	2	-4	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MIN	Nesquehonite	3	-1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MIN	Ni	1	-2	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	
MIN	Ni(OH)2	2	-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	
MIN	Ni2P2O7	-1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	
MIN	Ni2SiO4	2	-4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	
MIN	Ni3(PO4)2	0	-2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	3	0	0	0	0	0	0	0	
MIN	NiCO3	0	-1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	
MIN	NiCl2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	
MIN	NiCl2.2H2O	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	
MIN	NiCl2.4H2O	4	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	
MIN	NiF2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	
MIN	NiF2.4H2O	4	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	
MIN	NiSO4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	
MIN	NiSO4.6H2O(alpha)	6	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	
MIN	Nickelbischofite	6	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	
MIN	Niter	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	
MIN	Nitrobarite	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	
MIN	Nontronite-Ca	3.66	-5.32	0.5	3.67	0.33	2	0	0.165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MIN	Nontronite-H	3.66	-4.99	0.5	3.67	0.33	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MIN	Nontronite-K	3.66	-5.32	0.5	3.67	0.33	2	0	0	0	0.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MIN	Nontronite-Mg	3.66	-5.32	0.5	3.67	0.33	2	0.165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MIN	Nontronite-Na	3.66	-5.32	0.5	3.67	0.33	2	0	0	0.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MIN	Okenite	3	-2	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MIN	Oxychloride-Mg	7	-3	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MIN	P	-1.5	2	-1.25	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	
MIN	Paragonite	6	-10	0	3	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MIN	Paralaurionite	1	-1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
MIN	Pargasite	12	-22	0	6	3	0	4	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MIN	Pb	1	-2	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
MIN	Pb(H2PO4)2	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	
MIN	Pb2Cl2CO3	0	-1	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	
MIN	Pb2SiO4	2	-4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	
MIN	Pb3(PO4)2	0	-2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	
MIN	Pb3SO6	2	-4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	
MIN	Pb4Cl2(OH)6	6	-6	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	
MIN	Pb4O(PO4)2	1	-4	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	4	
MIN	Pb4SO7	3	-6	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	
MIN	PbCO3.PbO	1	-3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	
MIN	PbF2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
MIN	PbFCl	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
MIN	PbHPO4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	
MIN	Pentahydrite	5	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
MIN	Periclase	1	-2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MIN	Phlogopite	6	-10	0	3	1	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MIN	Phosgenite	0	-1	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	
MIN	Picromerite	6	0	0	0	0	0	1	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	
MIN	Pirssonite	2	-2	0	0	0	0	0	1	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MIN	PlagAn5Or5	2.2	-4.2	0	2.9	1.05	0	0	0.05	0.9	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MIN	PlagAn10Or5	2.1	-4.4	0	2.95	1.1	0	0	0.1	0.85	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MIN	PlagAn50Ab50	3	-6	0	2.5	1.5	0	0	0.5	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MIN	PlagAb50Or50	2	-4	0	3	1	0	0	0	0.5	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MIN	PlagAn10Ab90	2.2	-4.4	0	2.9	1.1	0	0	0.1	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MIN	PlagAn29Ab71	2.58	-5.16	0	2.71	1.29	0	0	0.29	0.71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MIN	PlagAn50Ab502	5.988	-5.988	0	2.503	1.497	0	0	0.497	0.503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MIN	PlagHekpoort	2.994	-5.988	0	2.503	1.497	0	0	0.497	0.503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MIN	PlagLabra	9.4	-6.8	0	2.3	1.7	0	0	0.7	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MIN	PlagStefansson	8.58	-5.16	0	2.71	1.29	0	0	0.29	0.71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MIN	Plattnerite	1	-2	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
MIN	Plumbogummite	6	-7	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	
MIN	Polyhalite	2	0	0	0	0	0	1	2	0	2	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	
MIN	Portlandite	2	-2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MIN	Prehnite	6	-10	0	3	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MIN	Pseudowollastonite	1	-2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MIN	Pyrolusite	1	-2	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
MIN	Pyromorphite	0	-3	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	5	
MIN	Pyromorphite-OH	1	-4	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	5	
MIN	Pyrophyllite	4	-6	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
