TYP	SPECIES	H2O	H+	O2(aq)	H4(SiO4)	Al+3	Fe+2	Mg+2	Ca+2	Na+	K+	CO3-2	Cl-	F-	H2(PO4)-	SO4-2	B(OH)4-	NO3-	Mn+2	CrO4-2	Ni+2	Cu+2	Zn+2	MoO4-2	AsO4-3	Sr+2	Ba+2	Pb+2	
MIN	HMontmorillonite-HCMg	0.61	-6	0	4	1.4	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MIN	HMontmorillonite-HCNa	-0.16	-6	0	4	1.4	0	0.6	0	0.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MIN	HNontronite-Ca	0.975	-5.69	0.4175	3.66	0.67	1.67	0	0.17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MIN	HNontronite-K	-1.515	-5.69	0.4175	3.66	0.67	1.67	0	0	0	0.34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MIN	HNontronite-Mg	1.135	-5.69	0.4175	3.66	0.67	1.67	0.17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MIN	HNontronite-Na	0.365	-5.69	0.4175	3.66	0.67	1.67	0	0	0.34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MIN	HSaponite-Ca	1.81	-7.36	0	3.66	0.34	0	3	0.17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MIN	HSaponite-FeCa	1.81	-7.36	0	3.66	0.34	1	2	0.17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MIN	HSaponite-FeK	-0.68	-7.36	0	3.66	0.34	1	2	0	0	0.34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MIN	HSaponite-FeMg	1.97	-7.36	0	3.66	0.34	1	2.17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
